brands_tag,brands,sample_codes,count,row_number
valio,Valio,"[6408430062157, 6408430062119, 6408430339327, 15637888, 6408430015573, 6408430339181, 6408430347407, 6408430400430, 4740553692111, 6408430025169, 6408432102486, 6408430342433, 6408430142132, 6408430400843, 6408432201493, 6408432102523, 6408430338559, 4740553008875, 6408432061042, 6408430038145]",688,1
raley-s,Raley's,"[0046567041247, 0046567042800, 0046567043883, 0046567006178, 0043567024790, 0004656700381, 0004656700384, 0004656701850, 0004656701851, 0004656702618, 0004656702637, 0004656702649, 0004656702650, 0004656703052, 0046567507545, 0046567002064, 0046567023663, 0046567010540, 0046567622132, 0046567714943]",685,1
rana,Rana,"[8001665702072, 8001665703994, 8001665126618, 8001665124621, 8001665708371, 8001665721356, 8001665719971, 8001665721349, 6002695714389, 8001665752794, 80794110, 6001695319983, 8001665717304, 0014489714365, 8001665725194, 8001665722926, 06359560, 0877448003692, 3048665727525, 8001665707169]",682,1
marque-repere,"Bio Village,Marque Repère","[3564707090209, 3564707143684, 3564707152631, 3564707143226, 3564707144780, 41056387, 3564707147187, 3564707147149, 3564707142632, 3564707139847, 3564707191821, 3564707141284, 3564707976985, 3564707129930, 3564707129954, 3564707122061, 3564707132732, 3564707127196, 3564707138444, 3564707132893]",681,1
gerble,Gerblé,"[01251405, 3251491787704, 3175681233966, 2968589003806, 3175681041042, 3175681190368, 3175681009196, 8428159107463, 8428159107487, 3175681299757, 3175681281974, 01980714, 05902774, 3205660011534, 12347831, 0526604647002, 16347656, 3005681145023, 0031756811038, 0000317568185]",681,1
nature-valley,Nature Valley,"[0016000168947, 8410076620897, 0016000277069, 08755483, 05379088, 0016000145559, 8410076621207, 0016000128217, 0016000442658, 8410076601933, 0001001671713, 00419289, 00467557, 8410076601070, 8410076900364, 7410756601506, 8419076619641, 8410076910448, 8410076900555, 8410076601544]",680,1
hiper-dino,Hiper Dino,"[8435382815171, 8435382815188, 8435382814556, 8435382810534, 8435382816635, 8435382804847, 8435382817205, 8435382812514, 8435382802447, 8435382811593, 8435382818011, 8435382808203, 8435382804243, 8435382802010, 8436030521536, 8435382812866, 8435382805417, 8435382812750, 8435382804434, 8435382801150]",678,1
round-table-pizza,Round Table Pizza,"[15036043274538601, 205191014139098825611, 81566281547339362208913, 13444285991458, 8762463186303702825, 7249529957413786576021416, 86448454916785089374, 4987615544939230923120, 6395032846231259098860, 480650509491908523686, 905729741129127825174566, 77188671465681260825915, 857434776439831107028439, 2767553614222467734, 452118284969762253, 66017921451550481379, 4811475415268243875630, 824459328451747441975, 9303913674424186383765985, 896923124191905294131]",676,1
grand-jury,Grand Jury,"[3245390109453, 3560070360109, 3560070953172, 3560070142439, 3560070563920, 3245390126092, 3245390236104, 3245390333896, 3245390124340, 3245392479776, 3245392492577, 3245390089755, 3245392338608, 3560070142552, 3560070156016, 3560070213146, 3560070213245, 3560070247356, 3560070264094, 3560070274833]",673,1
materne,Materne,"[3021760290019, 3021760290446, 3021760291078, 3021760290033, 5410046016517, 5410046019518, 3021762496136, 3021760291825, 5410046995980, 0027244806199, 3021760406731, 3021762496297, 0840426100171, 0840426100201, 0890000001844, 0022509505626, 2011702504626, 3021761206569, 3021762384259, 5410046019068]",672,1
reese-s,Reese's,"[5025820004484, 0637913476228, 0034000212651, 5430000119436, 0034000221929, 0034000387014, 5905669265584, 0034000432776, 00950787, 03416501, 0768395497699, 0738994325655, 0034000475629, 0034000476343, 0008517092631, 3855000116773, 3491954040803, 5430000119481, 0034000114115, 0034000460625]",672,1
weis-quality,Weis Quality,"[0041497004881, 0041497095896, 0041497022618, 0041497515219, 0041497039418, 0041497099115, 0041497438471, 0041497080212, 0041497000227, 0041497004065, 0041497012503, 0041497022571, 0041497025534, 0041497025626, 0041497025923, 0041497025930, 0041497033041, 0041497035076, 0041497035670, 0041497036059]",671,1
sainsburys,Sainsburys,"[01844054, 00396271, 08599766, 00273398, 01630206, 00300117, 00393690, 00507288, 00508841, 00516211, 01210941, 00257039, 00224505, 00381079, 56207866, 01641738, 01075045, 01173321, 00424806, 32733602]",671,1
yard-house,Yard House,"[168134484536281273, 3128914029329269891, 4016868492440946475, 3001287547934974679, 579593427259545542831, 88356240499104984360367, 770006609446905795365, 33905454524674840653966, 8728846388966101421, 449714991894084260443, 34276943093102103763488, 291979430873373938, 41735290804988589345, 193244988162431261, 28882617340087747528446, 166448042669633926, 91193054527352898766, 7577636458318658317158, 4881761342858915912448, 705824504048864560312]",668,1
everyday,Everyday,"[5400141378597, 5400141103632, 5400141222500, 5400141063516, 5029788175552, 5400141254198, 5400141234473, 5400141160062, 5400141110593, 5400141250107, 5400141318104, 5400141285802, 5400141844993, 5400141270754, 10540014149186915210727, 5400141374100, 5400141425604, 5400141261585, 5400141216929, 5400141403350]",667,1
clover-valley,Clover Valley,"[6221024993046, 0076114693094, 0070744010306, 0000700155710, 0098533340038, 0098533340168, 0180430000143, 0180430000334, 0717434992268, 0745527114303, 0756144501353, 0756144656411, 0760232901024, 0760232901031, 0760232901055, 0793396851096, 0813256010125, 0837991218165, 0854294005889, 0854294005964]",665,1
boni-selection,Boni Selection,"[5400141058147, 5400141004830, 5400141159714, 5400141276756, 5400141804232, 5400141604597, 5400141271256, 5400141903911, 5400141372359, 5400141386493, 5400141247848, 5400141868081, 5400141887945, 5400141445497, 5400141477580, 5400141895049, 5400141723861, 5400141355420, 5400141129144, 5400141367560]",665,1
rochambeau,Rochambeau,"[23513037, 3439495004878, 3439495402278, 3390353508306, 3439495207231, 3439496003498, 3439495127904, 3439496003580, 3439495001891, 3439495207651, 3439495403848, 3439496620565, 3439495104653, 3439496306179, 3439496402451, 3439495021349, 3439497011737, 3439497021477, 3439495128772, 3439495128864]",663,1
la-sirena,La Sirena,"[8414532031074, 8414532077775, 8414532048508, 8414532077898, 8414532079311, 8414532048287, 8414532034570, 8414532054752, 8414532072121, 8414532079175, 8414532077379, 8414532063570, 8414532035553, 8414532022379, 8414532003064, 8414532032583, 8414532013407, 8414532050273, 8414532032002, 8414532034709]",663,1
bob-s-red-mill,Bob's Red Mill,"[0039978008442, 0039978006202, 03995808, 0039978344533, 0039978108800, 0039978801035, 00016094, 0039978004772, 0039978049520, 97843375, 03991466, 0039978009623, 0039978334527, 0039978001641, 0039978001177, 0039978109910, 0039978323811, 0039978289025, 0039978123008, 0039978118035]",655,1
liebig,Liebig,"[71680231, 8001200043493, 3036815431170, 3036815437363, 6993745030187, 63159639, 3036815425513, 3036815425803, 0000112301876, 0000112302617, 0000112302636, 0000112302638, 0000112302639, 0000112302644, 0000112302649, 0000112302676, 0000112302694, 0000112302696, 0000112302742, 0000112302761]",652,1
old-el-paso,Old El Paso,"[0046000853314, 8410076481740, 8410076475169, 17371708, 8410076475527, 8410076475503, 8410076428080, 0046000413334, 8410076474971, 8410076474506, 8410076474858, 9300695007508, 10453186, 85282896, 00436830, 0004600081521, 0058300131863, 8410076492739, 8410076492746, 8410076490797]",649,1
koro,Koro,"[9260335886354, 4255582809343, 4260335831854, 0290357830652, 4255582807905, 5260345834332, 4255582807868, 4255582807912, 4260335838662, 4260654786545, 4260654781311, 4260654781182, 4255582803211, 4260654786347, 4255582803709, 4260718294597, 4260335837214, 4255582801811, 4255582808629, 4260718296621]",647,1
gatorade,Gatorade,"[0052000324822, 0052000324860, 0052000046915, 0052000046458, 3059440010299, 0052000049602, 4803925062322, 65939543, 0052000046465, 0052000042689, 4891034024300, 14738951, 14758973, 0052000201420, 0005200005101, 0052000057447, 0055577423875, 8410408014172, 0052000043334, 0052000208429]",646,1
bonneterre,Bonneterre,"[3396410015985, 3396410239169, 3396410216856, 6203119774624, 3396411847813, 39030221, 3396410246419, 3396411240799, 3396410052461, 3396410003234, 3396410003715, 3396410014087, 3396410016319, 3396410016340, 3396410016357, 3396410021061, 3396410024970, 3396410027018, 3396410028121, 3396410030605]",646,1
aro,Aro,"[2316647006755, 3439497007112, 9352893579509, 4337182084808, 4018905323007, 8414892771535, 8414892786300, 8414892291699, 8414892769464, 4337182367734, 4018905327043, 4306188377283, 4337182176015, 2316647007301, 4337182126881, 4306188377139, 8026924049705, 4306188387206, 8437011658586, 4337182135241]",645,1
tesco-finest,Tesco Finest,"[5000436288701, 5000436452812, 5059697687327, 5057753896331, 5059697391460, 5059697715990, 5059697729560, 0246338007971, 5063250550553, 5063250542435, 5059697699603, 5063250546761, 5059697388057, 5051898252960, 5057545929988, 5059697391125, 03471869, 5059697692932, 5057008366541, 5057753431846]",645,1
president,President,"[3428200387399, 16596399, 3428200318171, 3428200383957, 3228023180135, 8410285190754, 8410285191607, 2965326573244, 5941247000130, 7804613392049, 8606002110901, 0220595008148, 3228024200238, 3228023200154, 3228021170107, 3228024593002, 7501669895301, 8718444725220, 47379336, 00291563]",644,1
foodspring,Foodspring,"[4260363483766, 4260363485258, 59312772, 4260701920625, 4260701922643, 4260701921509, 4060833497855, 4860363481870, 4260701923343, 0946544481717, 4260701926542, 4260363488907, 4006144964501, 5276463324860, 4260701923459, 4260701923282, 4260363486170, 4260363486118, 03949313, 07449215]",642,1
market-pantry,Market Pantry,"[0085239094785, 0085239114933, 0214601410087, 0490550207842, 0490550215205, 0490711803043, 0490719501484, 0492123802416, 0492310001233, 0492840301001, 0492840301056, 0492841106353, 0492841106377, 0492841106827, 0492841108746, 0492841109897, 0492841109910, 0492841112309, 0796220077198, 0085239251041]",642,1
metro,Metro,"[8026924049446, 9001414471180, 3439495903317, 4018905586709, 4337182041269, 8026924055065, 4337182065418, 4337182063278, 0234614508236, 3439495209570, 0059749930031, 0059749951029, 8026924066399, 8026924072055, 0225134304491, 8908000812260, 0201024907003, 4337182164746, 3858891664606, 0059749961011]",641,1
prix,Prix,"[8032974002812, 8032974007527, 8032974004120, 8032974005073, 60141248, 8032974009255, 8032974000818, 8032974012873, 8032974008166, 8032974002348, 8032974010435, 8032974016536, 8032974013344, 8032974011005, 8032974010503, 8032974001334, 8032974011203, 8032974009644, 8032974008975, 8032974012361]",639,1
tendre-plus,Tendre & Plus,"[2424271039497, 2418660052877, 2211322037782, 2224658053203, 2418702035752, 2424271035888, 2692508034243, 2424271042909, 2224659029399, 2224658063103, 2498786032472, 2224658098204, 2211322036600, 2211322044612, 2224658039887, 2224658041521, 2224658048872, 2224658054125, 2224658054842, 2498786043423]",638,1
florette,Florette,"[3280221811105, 8414516040429, 3280221410186, 8414516092152, 8414516109553, 8414516117725, 3280222605192, 2000000107752, 3280222001154, 3280220807215, 3280221603113, 3280220109203, 00869279, 3422440009332, 5080006006478, 3422442608243, 0230732975004, 3280221007188, 8414516060588, 3280220109654]",632,1
cheetos,Cheetos,"[0028400433938, 8410199015983, 8410199015051, 8410199018298, 7500478014606, 5000328747187, 6924743913738, 12353095, 0028400679145, 8410199025777, 8410199025753, 0028400044004, 0028400573801, 0028400632812, 9310015252266, 0028400694377, 72657287, 0028400679039, 0028400039161, 9310015233982]",631,1
heb,HEB,"[9365906011569, 0041220434473, 0238006013674, 0197870019130, 0224567907392, 0197870049304, 0041220561759, 0232996002588, 0041220763948, 0241308020066, 0041220892624, 18670000, 0041220703487, 0041220964192, 0041220728220, 0041220200849, 0040340429642, 0041220686247, 0241015410648, 0041220434930]",628,1
chobani,Chobani,"[9310653103357, 9310653103722, 0818290011053, 9310653103418, 0323049906097, 9310653106181, 0818290010674, 0818290010742, 0818290011633, 0818290012739, 0818290013569, 0818290013606, 0818290013866, 0818290014245, 0818290014511, 0818290017543, 0818290019097, 0818290011589, 13556655, 0009470001016]",628,1
dole,Dole,"[0038900790882, 32365719, 0038900033118, 4935850351001, 0071202004141, 0038900014889, 0065250049681, 0038900000975, 0054890071350, 0038900711740, 0038900028718, 0065400011568, 0038900433376, 0071430002063, 0071030146600, 0065250777720, 0071430010280, 0071430001202, 0038900704889, 0065250030498]",627,1
froiz,Froiz,"[8424818448595, 8424818260821, 8424818123256, 8424818037881, 8410244425217, 8424818026267, 8424818805152, 8424818267240, 8424818271193, 8424818370612, 8424818012918, 8424818157244, 8424818249802, 8424818138274, 8424818267233, 8424818176153, 8424818333204, 8424818341391, 8424818103609, 8424818262399]",625,1
vemondo,Vemondo,"[20953522, 20686321, 4056489483489, 4056489826682, 4056477353718, 4056489722687, 4056489635680, 20084813, 20091736, 20092993, 20831905, 20953553, 4056489442431, 4056489484219, 4056489701934, 20898144, 20142124, 4056489509943, 4056489518624, 560000020361563]",622,1
eismann,Eismann,"[4059699008046, 4059699019004, 4059699051806, 4059699021205, 4059699013057, 4059699090379, 4059699016157, 4059699008589, 0405197916206, 0405197918158, 0405197918168, 0405197918171, 0405197930494, 00005387, 00005410, 00007042, 00007531, 00009010, 4059699070449, 4059699028631]",622,1
de-cecco,"De Cecco, De Cecco","[8001250007186, 8001250009937, 8001250009555, 8001250009623, 8001250180933, 8001250121592, 8001250014160, 8001250160867, 8001250002648, 8001250008831, 8001250008404, 8001250009579, 8001250180346, 8001250210999, 8001250010223, 8001250250018, 8001250485823, 8001250013736, 8001250121288, 8001250485915]",622,1
birds-eye,Birds Eye,"[5000116111534, 5000116111947, 5000116126897, 5000116125814, 5000116111879, 03246986, 0014500018229, 0014500009043, 9310081130543, 9310081104988, 0001247908787, 34407158, 9310081131939, 5000116102822, 5000116111923, 5000116107261, 0014500016966, 0014500017840, 9310081126928, 9310081405757]",617,1
factor,Factor,"[7500013202345, 7500130202345, 7501050202347, 7500003202345, 7501023202351, 7500475202401, 7500656202403, 7500167202231, 00257022, 00297027, 00347006, 0750111202345, 00417028, 7500209202411, 7501083202413, 7500778202414, 7500780202415, 7501071202416, 7500219201416, 7500269202419]",616,1
kind,Kind,"[5054678300110, 0602652266317, 0602652204043, 0852480007112, 0602652433603, 0602652171208, 0602652171444, 0602652171673, 0602652171840, 0602652171901, 0602652171956, 0602652176500, 0602652184048, 0602652201011, 0602652201042, 0602652204029, 0602652240034, 0602652242007, 0602652243011, 0602652257919]",611,1
hy-vee,Hy-Vee,"[0075450283877, 0075450083770, 0075450901780, 0075450253412, 0075450002294, 0075450005684, 0075450006391, 0075450022865, 0075450027259, 0075450027372, 0075450030099, 0075450050301, 0075450074222, 0075450075878, 0075450082333, 0075450083286, 0075450083323, 0075450093292, 0075450099003, 0075450099027]",605,1
l-etal-du-volailler,L'etal Du Volailler,"[2244237009360, 2209623005531, 2211110004194, 2209620004667, 20296001, 2209550005208, 2209333007412, 2287667012753, 2209555004633, 2209624006797, 2296610005070, 20110684, 20284305, 20302771, 2209550005277, 2209620004988, 2209620005374, 2209620006272, 2209629005429, 2209676006677]",604,1
irresistibles,Irrésistibles,"[0059749873116, 0059749962957, 0059749956536, 0059749882941, 0059749964487, 0059749871136, 0059749909914, 0059749961127, 0059749954570, 0059749969154, 0059749950534, 0059749920810, 0059749967914, 0059749975780, 0059749037488, 0059749935050, 0059749933476, 0059749887571, 0059749947008, 0059749902922]",603,1
probios,Probios,"[8018699017935, 8018699011957, 8018699012206, 8018699025848, 8018699025831, 8018699025589, 8018699025022, 8018699019427, 8018699024285, 8018699023882, 8018699010905, 8018699020850, 8018699025039, 8018699010844, 8018699023141, 8018699015566, 8018699018741, 8018699024599, 8018699011667, 8018699014019]",602,1
